t_stamp,TT201,TT101,TT301,TT401
01/12/2025,65.40000153,62.09999847,57.79999924,7.699999809
01/12/2025,65.30000305,62.29999924,57.90000153,7.599999905
01/12/2025,65.40000153,62.40000153,57.90000153,7.599999905
01/12/2025,65.30000305,62.59999847,57.90000153,7.599999905
01/12/2025,65.30000305,62.70000076,57.90000153,7.599999905
01/12/2025,65.30000305,62.70000076,57.90000153,7.599999905
01/12/2025,65.30000305,62.70000076,57.90000153,7.599999905
01/12/2025,65.30000305,62.70000076,57.90000153,7.599999905
01/12/2025,65.30000305,62.70000076,57.90000153,7.5
01/12/2025,65.40000153,62.90000153,57.90000153,7.599999905
01/12/2025,65.5,63.09999847,57.90000153,7.599999905
